microsample	richness	neutral	phylogenetic	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection_method	collection	collection_attempts	cycles	animal	protocol	adapter	type_binomial	fastp_total_before_filtering.total_reads	fastp_total_after_filtering.total_reads	fastp_total_low_quality_reads	fastp_total_adapter_trimmed_reads	fastp_total_total_polyx_trimmed_reads	fastp_total_polyx_trimmed_reads.A	fastp_total_polyx_trimmed_reads.T	fastp_total_polyx_trimmed_reads.C	fastp_total_polyx_trimmed_reads.G	fastp_total_before_filtering.total_bases	fastp_total_after_filtering.total_bases	fastp_total_adapter_trimmed_bases	fastp_total_total_polyx_trimmed_bases	fastp_total_polyx_trimmed_bases.A	fastp_total_polyx_trimmed_bases.T	fastp_total_polyx_trimmed_bases.C	fastp_total_polyx_trimmed_bases.G	fastp_avg_before_filtering.gc_content	fastp_avg_after_filtering.gc_content	fastp_avg_duplication.rate	raw_sequences_chicken	raw_sequences_human	raw_sequences_pig	reads_mapped_chicken	reads_mapped_human	reads_mapped_pig	reads_unmapped_chicken	reads_unmapped_human	reads_unmapped_pig	raw_sequences_bacteria	reads_mapped_bacteria	reads_unmapped_bacteria	mapbac_counts_unfilt	mapbac_counts_filt	sgm_microbial_fraction	sgm_average_bacterial_archaeal_genome_size	np_Redundancy	np_Coverage	np_Diversity	kr_Eukaryota	kr_Bacteria	kr_Archaea	kr_Viruses	kr_total	kr_Bacteria_pct	genome_count_filtering30	seq_yield	seq_yield_filtered	low_quality_pct	adapter_contamination_pct	mapping_host_pct	mapping_human_pct	mapping_pig_pct	seq_yield_bacteria	mapping_bacteria_total_pct	mapping_bacteria_filtered_pct	mapping_reference_pct	bacteria_retained_pct
M300011	10	9.576155353686351	3.895909092219835	Caecum	Positive	MSEB0001	A001aI121B	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	16	A001a	BEST_v10	Custom_IDT8I	positive	12748102	12204644	275400	2459901	116837	76541	34650	2257	3389	1912215300	1761026986	83990150	2797902	2261825	413640	28617	93820	0.422571	0.415375	0.331419	12204644	3168536	3167752	8531456	522	204	3673188	3168014	3167548	3167426	962503	2204923	962503	328489	0.1592	2458478	0.8040999999999999	0.8193	17.6045	4425946	568672	1481	28933	5025032	0.11316783654313047	retained	12748102	12204644	0.0426305029564401	0.04392295679257456	0.6692334278467492	4.094727199390152e-5	1.6002382158536228e-5	3167426	0.07550167075851762	0.07886366861663478	0.3038754496553353	0.34128620897804995
M300012	0	1	0	Caecum	NegativeCollection	MSEB0001	A001aI120Z	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	22	A001a	BEST_v10	Custom_IDT8I	negative	12384654	11426862	417856	3218762	135857	96013	32313	2922	4609	1857698100	1631629461	112484275	4073471	3515277	378081	42393	137720	0.439668	0.42475	0.632707	11426862	4346452	4345236	7020198	1062	147	4406664	4345390	4345089	4344992	1737336	2607656	1737336	0	0.2462	2715218	0.9976999999999999	0.9979	14.3611	3493825	771175	2955	37941	4305896	0.17909745149441603	excluded	12384654	11426862	0.07733700109829471	0.060550352611115875	0.5668465182798001	8.575128542145788e-5	1.1869528208054904e-5	4344992	0.1402813514208794	0.15203964132935183	0.39984791686613	0
M300013	9	8.388662948849616	3.295299674839999	Caecum	Positive	MSEB0001	A001aI121B	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	16	A001a	BEST_v10	Custom_IDT8I	positive	10945474	10513528	183332	2574735	90174	56167	29068	2059	2880	1641821100	1504386404	87677430	2025246	1580393	351505	26596	66752	0.430028	0.422689	0.258217	10513528	2452682	2451832	7874738	643	195	2638790	2452039	2451637	2451520	824299	1627221	824299	279735	0.1507	2449993	0.7058	0.7272	17.8006	3840861	442835	1263	22438	4307397	0.10280803000048522	retained	10945474	10513528	0.03946343484073874	0.053402547938992864	0.7194515285496087	5.874574276088911e-5	1.7815582952369172e-5	2451520	0.07530957544643567	0.07840365289368136	0.3362399654092155	0.3393610813551879
M300014	20	16.208576067138157	3.680135080252804	Caecum	NegativeCollection	MSEB0001	A001aI120Z	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	12	A001a	BEST_v10	Custom_IDT8I	negative	12404296	12062060	128550	2219233	79745	45046	29167	2861	2671	1860644400	1751701056	71778789	1542257	1113895	349383	35175	43804	0.448683	0.44348	0.139488	12062060	2918740	2917678	9099040	810	723	2963020	2917930	2916955	2916808	1290665	1626143	1290665	745745	0.163	2661809	0.5462	0.5753	18.6554	4244802	555130	1690	23668	4825290	0.11504593506297031	retained	12404296	12062060	0.02759011877820394	0.03857738157812422	0.7335394124745169	6.529995736960808e-5	5.828625824472425e-5	2916808	0.10404983886227803	0.10700203779453925	0.44249227237445865	0.5777990415793409
M300015	28	20.771116196010468	4.03574985300339	Caecum	Positive	MSEB0001	A001aI121B	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	A001a	BEST_v10	Custom_IDT8I	positive	9165420	8895334	98312	2744145	36577	19398	12066	2831	2282	1374813000	1257566242	89086428	647857	436592	139590	35964	35711	0.493792	0.490407	0.105416	8895334	4714668	4714186	4146654	361	109	4748680	4714307	4714077	4714026	2032305	2681721	2032305	1276941	0.3421	2613964	0.5872999999999999	0.6147	18.8699	2088512	882389	2558	38687	3012146	0.29294363553426694	retained	9165420	8895334	0.029467934911875288	0.06479894211067251	0.45242378418010304	3.9387174837596096e-5	1.1892526474509623e-5	4714026	0.22173615611723194	0.2284686555895484	0.43111875072390354	0.6283215363835645
M300016	0	1	0	Caecum	NegativeCollection	MSEB0001	A001aI120Z	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	A001a	BEST_v10	Custom_IDT8I	negative	23770006	207008	71032	22975679	24544	20692	2442	69	1341	3565500900	28414927	1643882143	335111	285974	24449	958	23730	0.73905	0.450359	0.933078	207008	12774	12700	193364	62	508	13644	12712	12192	12152	2750	9402	2750	0	NA	NA	0.2866	0.319	14.5719	87503	1627	12	113	89255	0.01822867066270797	excluded	23770006	207008	0.9912912096025555	0.46105223055756345	0.00813478970093655	2.6083291691217914e-6	2.1371471256675324e-5	12152	1.1569201959814398e-4	0.013284510743546142	0.22630019749835417	0
M300017	19	16.63541044362319	4.096411106098838	Caecum	Positive	MSEB0001	A001aI121B	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	13	A001a	BEST_v10	Custom_IDT8I	positive	12805574	11131044	1077860	2278128	254278	202009	35281	6140	10848	1920836100	1611960180	80154205	9226944	8210273	456083	106149	454439	0.438383	0.423151	0.151739	11131044	4096270	4095122	6850639	835	652	4280405	4095435	4094470	4093904	1476562	2617342	1476562	854017	0.2278	2374512	0.6321	0.6575	18.614	3592312	707722	1855	37373	4339262	0.16309731931374505	retained	12805574	11131044	0.1307657118689096	0.04172881017802612	0.5349732077609328	6.520597983346939e-5	5.09153279657749e-5	4093904	0.11530619400582902	0.13265260652998945	0.36067333283828834	0.5783820794521327
M300018	4	3.9197496896960775	2.4861864478719844	Caecum	Positive	MSEB0001	A001aI120C	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	16	A001a	BEST_v10	Custom_IDT8I	positive	12231988	11389836	449260	2376216	140637	97476	34654	2747	5760	1834798200	1645332365	80076972	3883441	3209511	428713	40489	204728	0.423281	0.411397	0.377797	11389836	2631818	2630898	8639901	656	301	2749935	2631162	2630597	2630364	940362	1690002	940362	146158	0.1331	2449059	0.8367999999999999	0.8497	17.2509	4167854	438804	1410	23880	4631948	0.09473422413204984	retained	12231988	11389836	0.06884833438358508	0.043643476432449084	0.7063366151111332	5.362987602669329e-5	2.4607610798833353e-5	2630364	0.07687728274422767	0.0825615048364173	0.3575026118058185	0.15542737796720837
M300019	0	1	0	Caecum	Positive	MSEB0001	A001aI120C	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	20	A001a	BEST_v10	Custom_IDT8I	positive	13595098	13155870	221276	2788777	118640	75852	38021	1927	2840	2039264700	1897786728	87096508	2669664	2116472	459601	23110	70481	0.420319	0.413809	0.598324	13155870	2619574	2618354	10397547	1020	180	2758323	2618554	2618174	2618068	963686	1654382	963686	0	0.10869999999999999	2477355	0.9934999999999999	0.9941	15.468	4941533	454334	1407	21144	5418418	0.08384993553468928	excluded	13595098	13155870	0.03230782153979324	0.04270976102317664	0.7648011805431634	7.502704283558677e-5	1.3240066382750607e-5	2618068	0.0708848145118189	0.07325140792665176	0.368090515601581	0
M300020	12	11.478814442767701	3.622874945971047	Caecum	Positive	MSEB0001	A001aI120C	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	17	A001a	BEST_v10	Custom_IDT8I	positive	10523242	9689330	457368	2617722	123594	89792	25419	2891	5492	1578486300	1378466293	92649596	3746617	3201899	306299	45478	192941	0.439301	0.426463	0.3247	9689330	4026720	4026214	5305806	347	279	4383524	4026373	4025935	4025704	1308586	2717118	1308586	533596	0.26030000000000003	2525417	0.8280999999999998	0.8416	17.719	2958966	723237	1732	37779	3721714	0.1943290107729933	retained	10523242	9689330	0.07924478026828614	0.05869521705699948	0.5041988010919068	3.297462892139134e-5	2.651274198578727e-5	4025704	0.12435198202227032	0.13505433296213465	0.325057679352481	0.40776532837734775
M300021	6	5.483536105278541	1.8453147975192343	Caecum	Positive	MSEB0001	A001aI120C	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	A001a	BEST_v10	Custom_IDT8I	positive	18537400	17982498	188574	4163454	135502	76277	52034	3418	3773	2780610000	2580917383	139901004	2420130	1683549	625690	42830	68061	0.426927	0.420353	0.237561	17982498	1909416	1907744	15744349	1242	328	2238149	1908174	1907416	1907240	596369	1310871	596369	190655	0.0552	2489007	0.6256	0.6513	17.8307	7361489	338308	1313	15229	7716339	0.04384307117662923	retained	18537400	17982498	0.029934187102829954	0.05031306224173832	0.8493288702838586	6.699968711901345e-5	1.7693959239159754e-5	1907240	0.03217112432164165	0.03316385743515723	0.3126869193179673	0.31969300885860935
M300022	34	24.83201854750625	4.117082802670958	Caecum	Positive	MSEB0001	A001aI120C	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	9	A001a	BEST_v10	Custom_IDT8I	positive	14548526	14234174	129476	2858270	72664	38809	27625	3378	2852	2182278900	2058571055	89136494	1188485	776849	326450	40829	44357	0.466696	0.463202	0.116928	14234174	5931480	5930570	8257417	677	217	5976757	5930803	5930353	5930240	2582462	3347778	2582462	1756426	0.2785	2585844	0.6265	0.6522	18.924	4001004	1132954	3133	49887	5186978	0.2184227502025264	retained	14548526	14234174	0.021607137382852394	0.04084560135737004	0.5675775676518707	4.653392378031974e-5	1.4915600384533802e-5	5930240	0.1775067797246264	0.18142689558242017	0.43547343783725445	0.680136242082168
M300023	0	1	0	Caecum	NegativeCollection	MSEB0001	A001aI120Z	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	18	A001a	BEST_v10	Custom_IDT8I	negative	23566226	87756	101508	22990626	25620	20106	2938	132	2444	3534933900	7330306	1649261404	335289	260924	28697	1539	44129	0.737962	0.559672	0.901449	87756	70970	70960	16751	8	37	71005	70962	70923	70920	33005	37915	33005	0	0.1381	3266044	0.2657	0.2977	15.7064	10684	8969	40	510	20203	0.4439439687175172	excluded	23566226	87756	0.9962761962819163	0.4665607478544365	7.108053703635025e-4	3.3946886531598227e-7	1.5700435020864182e-6	70920	0.0014005212374692494	0.37609963991066137	0.4653835307388607	0
M300024	34	12.855157652997235	3.266315584999989	Caecum	Positive	MSEB0001	A001aI121A	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	10	A001a	BEST_v10	Custom_IDT8I	positive	10872986	9893482	84920	3194730	40703	20630	14749	2940	2384	1630947900	1409913482	136988462	596275	371122	153946	37808	33399	0.486214	0.46607	0.140046	9893482	8375954	8375770	1509832	149	482	8383650	8375805	8375288	8375236	3491864	4883372	3491864	2560977	0.6004999999999999	2229975	0.754	0.7725	18.1976	1520501	1504321	4126	106345	3135293	0.47980236615844196	retained	10872986	9893482	0.09008601684946527	0.08399315637243839	0.1388608428264324	1.3703687285167111e-5	4.4330048801681525e-5	8375236	0.32115041810961586	0.352945909236	0.4169272364384717	0.733412584224357
M300025	16	14.612249759948476	3.6782310508437144	Caecum	Positive	MSEB0001	A001aI121A	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	10	A001a	BEST_v24	Custom_IDT8I	positive	12002124	11215982	219762	2519258	95815	58896	30591	2546	3782	1800318600	1618202311	100605064	2087480	1579265	370707	34123	103385	0.436763	0.423692	0.142642	11215982	2172664	2171638	8975408	750	221	2240574	2171914	2171417	2171280	806784	1364496	806784	409376	0.1225	2469988	0.4905999999999999	0.5216	18.6226	4233270	392846	1187	18172	4645475	0.08456530279465502	retained	12002124	11215982	0.06550023979089034	0.05588181114165015	0.7478183028270663	6.248893945771598e-5	1.841340749354031e-5	2171280	0.06722010204193858	0.07193164183038096	0.3715706864153863	0.5074171029668412
M300026	15	12.78816004655409	3.491760408842917	Caecum	NegativeCollection	MSEB0001	A001aI121Z	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	15	A001a	BEST_v24	Custom_IDT8I	negative	18690640	13532208	437854	6455844	151359	106623	35197	3576	5963	2803596000	1963264621	371437047	3964390	3274735	427987	54993	206675	0.509525	0.430633	0.484484	13532208	4240020	4238080	9230114	1641	822	4302094	4238379	4237258	4237026	1783176	2453850	1783176	955816	0.1977	2533533	0.8262	0.8399	17.7422	4491158	755804	2067	31760	5280789	0.14312330979329035	retained	18690640	13532208	0.2759901212585551	0.13248593841623402	0.49383616612379244	8.779795662427825e-5	4.39792323858359e-5	4237026	0.09540475874555393	0.13177273065858874	0.4208555718090944	0.5360188786749036
M300027	35	26.79223013049194	4.420502187521915	Caecum	Positive	MSEB0001	A001aI121A	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	13	A001a	BEST_v24	Custom_IDT8I	positive	15152610	13170446	1212344	2712550	221341	163026	32227	9517	16571	2272891500	1906581172	97275271	7128101	5863475	405742	170180	688704	0.467537	0.450321	0.145264	13170446	6918190	6917246	6091121	631	972	7079325	6917559	6916274	6915376	2664878	4250498	2664878	1768581	0.3542	2491553	0.6745	0.6977	18.8645	3303599	1304491	2926	62010	4673026	0.2791533794162498	retained	15152610	13170446	0.13081337142578078	0.04279802665459394	0.40198493856833906	4.1642990877479194e-5	6.414736471142596e-5	6915376	0.1758692396887401	0.20233771885933097	0.38535547452517405	0.6636630269753437
M300028	26	21.009766425008166	4.251108524243927	Caecum	Positive	MSEB0001	A001aI121A	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	12	A001a	BEST_v24	Custom_IDT8I	positive	16193482	14034060	1130426	3632713	232372	168862	38620	8927	15963	2429022300	2012218063	143458560	7494888	6206997	490666	164706	632519	0.464094	0.444367	0.147195	14034060	5618716	5617724	8234231	680	731	5799829	5618036	5616993	5616366	2084798	3531568	2084798	1269860	0.24050000000000002	2495902	0.6393	0.6644	18.8123	4184230	1058510	2600	51150	5296490	0.19985122222452983	retained	16193482	14034060	0.13335130764340863	0.059060207063558044	0.5084904531341684	4.19922040238165e-5	4.514161932560273e-5	5616366	0.12874303377124202	0.14855273527404045	0.3712005236125993	0.609104575119508
M300029	0	1	0	Caecum	NegativeCollection	MSEB0001	A001aI121Z	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	19	A001a	BEST_v24	Custom_IDT8I	negative	201214	984	2894	185570	660	491	109	1	59	30182100	97543	13253013	8781	6653	1026	10	1092	0.740388	0.497709	0.758228	984	808	808	176	0	2	808	808	806	806	391	415	391	0	NA	NA	0.1776	0.20600000000000002	11.8803	132	99	1	3	235	0.42127659574468085	excluded	201214	984	0.995109684216804	0.43910175236315563	8.746906278887155e-4	0	9.93966622600813e-6	806	0.0019432047471845896	0.39735772357723576	0.4851116625310174	0
M300030	4	3.901958087060364	2.7838330448998456	Caecum	NegativeCollection	MSEB0001	A001aI121Z	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	16	A001a	BEST_v24	Custom_IDT8I	negative	19283752	7951200	128848	11716017	55556	35017	16737	1506	2296	2892562800	1170261793	806360821	897903	648386	195760	16479	37278	0.622831	0.457655	0.689985	7951200	2187836	2185668	5732869	1913	18945	2218331	2185923	2166723	2164322	901909	1262413	901909	169398	0.21230000000000002	2630921	0.8099	0.8247	17.244	2722895	410958	1179	20356	3155388	0.1302400845791389	retained	19283752	7951200	0.5876736021081375	0.2787703765671051	0.29729012279353106	9.920268628221314e-5	9.824332941016872e-4	2164322	0.04677041065452408	0.11343055136331623	0.41671664382656554	0.18782160949718874
M300031	42	28.01486222313292	4.4015058063863135	Caecum	Positive	MSEB0001	A001aI121A	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	8	A001a	BEST_v24	Custom_IDT8I	positive	12212658	11760392	91242	3588687	30125	14765	9222	3444	2694	1831898700	1660500303	129866305	499895	324273	100185	40465	34972	0.52348	0.521192	0.115457	11760392	8887544	8887156	2846833	294	150	8913559	8887250	8887006	8886964	4038245	4848719	4038245	3001424	0.5337	2595005	0.7044	0.7259	18.8676	1738235	1687807	4569	78535	3509146	0.48097371839188224	retained	12212658	11760392	0.03703256080699222	0.07089164100613206	0.23310511110685322	2.4073383533707406e-5	1.2282338537605818e-5	8886964	0.3306606145852934	0.34337673438096283	0.4544009630285438	0.7432496047169005
M300032	43	22.997068062815924	4.315672917956409	Caecum	Positive	MSEB0001	A001aI121A	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	13	A001a	BEST_v24	Custom_IDT8I	positive	15995084	13346550	122986	5412699	39369	22505	12042	2309	2513	2399262600	1901846306	273953647	611019	428802	118752	27615	35850	0.525473	0.489548	0.259191	13346550	12911664	12911360	433579	280	1895	12912971	12911384	12909465	12909254	5731656	7177598	5731656	4465415	0.7206	2551697	0.8151	0.8295999999999999	18.5112	2554365	1019954	5301	150818	3730438	0.2734140066126283	retained	15995084	13346550	0.16558425076104633	0.11418243546996482	0.02710701613070616	1.750537852755259e-5	1.1847390110611486e-4	12909254	0.35833859953470704	0.4294485091652899	0.44399591176995973	0.7790793795021892
