SampleID  	1       	2       	3       	4       	5       	6       	7       	8       	9       	10      	11      	12      	13      	14      	15      	16      	17      	18      	19      	20      	21      	22      	23      	24      	25      	26      	27      	28      	29      	30      	31      	32      	33      	34      	35      	36      	37      	38      	39      	40      	41      	42      	43      	44      	45      	46      	47      	48      	49      	50      	51      	52      	53      	54      	55      	56      	57      	58      	59      	60      	61      	62      	63      	64      	65      	66      	67      	68      	69      	70      	71      	72      	73      	74      	75      	76      	77      	78      	79      	80      	81      	82      	83      	84      	85      	86      	87      	88      	89      	90      	91      	92      	93      	94      	95      	96      	97      	98      	99      	100     	101     	102     	103     	104     	105     	106     	107     	108     	109     	110     	111     	112     	113     	114     	115     	116     	117     	118     	119     	120     	121     	122     	123     	124     	125     	126     	127     	128     	129     	130     	131     	132     	133     	134     	135     	136     	137     	138     	139     	140     	141     	142     	143     	144     	145     	146     	147     	148     	149     	150     	151     	152     	153     	154     	155     	156     	157     	158     	159     	160     	161     	162     	163     	164     	165     	166     	167     	168     	169     	170     	171     	172     	173     	174     	175     	176     	177     	178     	179     	180     	181     	182     	183     	184     	185     	186     	187     	188     	189     	190     	191     	192     	193     	194     	195     	196     	197     	198     
28	1.00000000	0.99968469	0.99971968	0.99981427	0.99956995	0.99942917	0.99976724	0.99953061	0.99978364	0.99977815	0.99972749	0.99983495	0.99967915	0.99937320	0.99974465	0.99958825	0.99931586	0.99971050	0.99984974	0.99985170	0.99953455	0.99977648	0.99960059	0.99970353	0.99992704	0.99984616	0.99979770	0.99165022	0.99979812	0.99916404	0.99967319	0.99963367	0.99979109	0.99961579	0.99951953	0.99980277	0.99793488	0.99767351	0.99868798	0.99861294	0.99851298	0.99857229	0.99818856	0.99882978	0.99833590	0.99841636	NaN	0.99845672	0.99814439	0.99849480	0.99780995	0.99842721	0.99829572	0.99861109	0.99900126	0.99817997	0.99887031	0.99836266	0.99919176	0.99791306	0.99891716	0.99885756	0.99884641	0.99917245	0.99858850	0.99849117	0.99848145	0.99784827	0.99794769	0.99737567	0.99869126	0.99804682	0.99959368	0.99956423	0.99966329	0.99933505	0.99948639	0.99976009	0.99962670	0.99943417	0.99962348	0.99942482	0.99963325	0.99973089	0.99950773	0.99966973	0.99944544	0.99972743	0.99967855	0.99963319	1.00000000	0.99960452	0.99961537	0.99960488	0.99951649	0.99928433	0.99958128	0.99964595	0.99933696	0.99980521	0.99964863	0.99986631	0.99977237	NaN	0.99949545	0.99946034	0.99948025	0.99962205	0.99792773	0.99803460	0.99767786	0.99835479	0.99798918	0.99822021	0.99849516	0.99880153	0.99860460	0.99783707	0.99762958	0.99811691	0.99815375	0.99684197	0.99818927	0.99798381	0.99838156	0.99800855	0.99751163	0.99821335	0.99783975	0.99858725	0.99784040	0.99889642	1.00000000	0.99800485	0.99845105	0.99799138	0.99851578	0.99773324	0.99786592	0.99848914	0.99795121	0.99820745	0.99783677	0.99796599	0.99949503	0.99957973	0.99936563	0.99961770	0.99950749	0.99960059	0.99964058	0.99950200	0.99931121	0.99940389	0.99930978	0.99939704	0.99941045	0.99964970	0.99965054	0.99958766	0.99224806	0.99956274	0.99956340	0.99936438	0.99934447	0.99949747	0.99937606	NaN	0.99954951	0.99961782	0.99948519	0.99954575	0.99950433	0.99951923	0.99942070	0.99954200	0.99961972	0.99940568	0.99940836	0.99967605	0.99991655	0.99937463	0.99936920	0.99949199	0.99967188	0.99851495	0.99949211	0.99928135	0.99965423	0.99962986	0.99954563	0.99952549	0.99940038	0.99960506	0.99944383	0.99949241	0.99945241	0.99974358
29	1.00000000	0.99984509	0.99974316	1.00000000	0.99978632	0.99959892	0.99989974	0.99970120	0.99987245	0.99985069	0.99976093	0.99984664	0.99982303	0.99961734	0.99975365	0.99963325	0.99956506	0.99977762	0.99992275	0.99996305	0.99972939	0.99993306	0.99947667	0.99976605	0.99997127	0.99984425	0.99973774	0.99979812	0.99057311	0.99906278	0.99947274	0.99973834	0.99970555	0.99973786	0.99964094	0.99993360	0.99623829	0.99755484	0.99771529	0.99842906	0.99875045	0.99821323	0.99802899	0.99838823	0.99680018	0.99775070	NaN	0.99751735	0.99759454	0.99734557	0.99581409	0.99790925	0.99783617	0.99793720	0.99843842	0.99752605	0.99857134	0.99798298	0.99874800	0.99753618	0.99810338	0.99845624	0.99806601	0.99847674	0.99836862	0.99733216	0.99760258	0.99749893	0.99699759	0.99479771	0.99693578	0.99725080	1.00000000	0.99987501	0.99975622	0.99948806	0.99979717	0.99976891	1.00000000	0.99966067	0.99991339	0.99967438	0.99973804	0.99977517	0.99974746	0.99987561	0.99978840	0.99970317	0.99975872	0.99958044	0.99965149	0.99971414	0.99984634	0.99991268	0.99977714	0.99938434	0.99959838	0.99978060	0.99956405	0.99951982	0.99969518	1.00000000	0.99990630	NaN	0.99971777	0.99973249	0.99960989	0.99980831	0.99700564	0.99779701	0.99646568	0.99723983	0.99727732	0.99660790	0.99708146	0.99778557	0.99768466	0.99655056	0.99681062	0.99612314	0.99675739	0.99139786	0.99820369	0.99831539	0.99795979	0.99790257	0.99569196	0.99750674	0.99727124	0.99822098	0.99661016	0.99856257	1.00000000	0.99602556	0.99695224	0.99776751	1.00000000	0.99654269	0.99631554	0.99741924	0.99813718	0.99722320	0.99624628	0.99770916	0.99983346	0.99964231	0.99959004	0.99987334	0.99956965	0.99979478	0.99987566	0.99957234	0.99951953	0.99957341	0.99959183	0.99981254	0.99960411	0.99971163	0.99979925	0.99953043	1.00000000	0.99984312	0.99963683	0.99951905	0.99944681	0.99975067	0.99970603	NaN	0.99976832	0.99972212	0.99958241	0.99956310	0.99974847	0.99973863	0.99973381	0.99963135	0.99979430	0.99959654	0.99972719	0.99977899	0.99984735	0.99971628	0.99974662	0.99977213	0.99974501	0.99817753	0.99966919	0.99966663	0.99984348	0.99979961	0.99971795	0.99940825	0.99928367	0.99970919	0.99971294	0.99976718	0.99984550	0.99976110
30	1.00000000	0.99917036	0.99922007	1.00000000	0.99862868	0.99908125	0.99922943	0.99907780	0.99924421	0.99870992	0.99918157	0.99909991	0.99910641	0.99867827	0.99889529	0.99929518	0.99917620	0.99843007	0.99926585	0.99940312	0.99943268	0.99956995	0.99907535	0.99894619	0.99935961	0.99902159	0.99925709	0.99916404	0.99906278	0.99398381	0.99924153	0.99921221	0.99948138	0.99892610	0.99885553	0.99896568	0.99950981	0.99935448	0.99954510	0.99933708	0.99890566	0.99939615	0.99952799	0.99963468	0.99969178	0.99965811	NaN	0.99943542	0.99898523	0.99892205	0.99894142	0.99923331	0.99945116	0.99974871	0.99909824	0.99984396	0.99965197	0.99928856	0.99966604	0.99945599	0.99912876	0.99931908	0.99925768	0.99990064	0.99914616	0.99931681	0.99918729	0.99885553	0.99939585	0.99981189	0.99965048	0.99930131	1.00000000	0.99890280	0.99887073	0.99789572	0.99898106	0.99898994	0.99932706	0.99875814	0.99865437	0.99883360	0.99920338	0.99840587	0.99848914	0.99897754	0.99885780	0.99918222	0.99923289	0.99819720	1.00000000	0.99902922	0.99904513	0.99870574	0.99876851	0.99891555	0.99900186	0.99895203	0.99865115	0.99903756	0.99907339	1.00000000	0.99910355	NaN	0.99882066	0.99833280	0.99839938	0.99937373	0.99913210	0.99895132	0.99904460	0.99935782	0.99929178	0.99931216	0.99922937	0.99901682	1.00000000	0.99888957	0.99931425	0.99889851	0.99929368	0.99560851	0.99915326	0.99924827	0.99918771	0.99936575	0.99893945	0.99907929	0.99878043	0.99924898	0.99925804	0.99933690	1.00000000	0.99908859	0.99934447	0.99927509	0.99930072	0.99916375	0.99906015	0.99929422	0.99925786	0.99944168	0.99933773	0.99979997	0.99870855	0.99868500	0.99863434	0.99857193	0.99884748	0.99881279	0.99875110	0.99873853	0.99859536	0.99861503	0.99879575	0.99861473	0.99878496	0.99857122	0.99876368	0.99898171	NaN	0.99860889	0.99849015	0.99831063	0.99905956	0.99852622	0.99910623	NaN	0.99862939	0.99809968	0.99862200	0.99867380	0.99874532	0.99885672	0.99817997	0.99895555	0.99884981	0.99862468	0.99886489	0.99898821	0.99789029	0.99884099	0.99896663	0.99877846	0.99864858	0.99590975	0.99869168	0.99865335	0.99863619	0.99876434	0.99882728	0.99874210	0.99866611	0.99878919	0.99897432	0.99847966	0.99865276	0.99844170
31	1.00000000	0.99967468	0.99957019	1.00000000	0.99957466	0.99941617	0.99977672	0.99971116	0.99974209	0.99969232	0.99978894	0.99965531	0.99961561	0.99920243	0.99972934	0.99942088	0.99952590	0.99962085	0.99965101	0.99978656	0.99939728	0.99984920	0.99959791	0.99964601	0.99986607	0.99975121	0.99973381	0.99967319	0.99947274	0.99924153	0.99025249	0.99972075	0.99974179	0.99954033	0.99951792	0.99942559	0.99728197	0.99688417	0.99741489	0.99765134	0.99749452	0.99742073	0.99740708	0.99835426	0.99748152	0.99779099	NaN	0.99767131	0.99673200	0.99817437	0.99655998	0.99717194	0.99772877	0.99772531	0.99842572	0.99715954	0.99840063	0.99746996	0.99864060	0.99672949	0.99783278	0.99778235	0.99855477	0.99869680	0.99785566	0.99788558	0.99738419	0.99626809	0.99730533	0.99597281	0.99821424	0.99745488	0.99992216	0.99942291	0.99949461	0.99920583	0.99921107	0.99969441	0.99993086	0.99946499	0.99964845	0.99946606	0.99954885	0.99955273	0.99969053	0.99966818	0.99952376	0.99959290	0.99945390	0.99949378	1.00000000	0.99959385	0.99943495	0.99946904	0.99969065	0.99954271	0.99963450	0.99967033	0.99938184	0.99970627	0.99970144	0.99982774	0.99969006	NaN	0.99968648	0.99964774	0.99941862	0.99979770	0.99694836	0.99695253	0.99649751	0.99775207	0.99742168	0.99775738	0.99740958	0.99753106	0.99785864	0.99485999	0.99678034	0.99720550	0.99768925	0.99056602	0.99733859	0.99772459	0.99753934	0.99660677	0.99643856	0.99732435	0.99676836	0.99821496	0.99712783	0.99899375	1.00000000	0.99623400	0.99770314	0.99743009	0.99721450	0.99722087	0.99736649	0.99763453	0.99682599	0.99773830	0.99668503	0.99698710	0.99951166	0.99954969	0.99957478	0.99955595	0.99950039	0.99951065	0.99941605	0.99946946	0.99942505	0.99909693	0.99921262	0.99932367	0.99957740	0.99952483	0.99946773	0.99943113	1.00000000	0.99948221	0.99952406	0.99931252	0.99930722	0.99920690	0.99935699	NaN	0.99953294	0.99933034	0.99937272	0.99950445	0.99952006	0.99948341	0.99942482	0.99971980	0.99942994	0.99943340	0.99928749	0.99960083	0.99939936	0.99934101	0.99950302	0.99960279	0.99949044	0.99794447	0.99906069	0.99943638	0.99952990	0.99948305	0.99938023	0.99951053	0.99955386	0.99945730	0.99938858	0.99912864	0.99947923	0.99949098
32	1.00000000	0.99975681	0.99986178	1.00000000	0.99962282	0.99943274	0.99967015	0.99961996	0.99954939	0.99966973	0.99986100	0.99975288	0.99970996	0.99962282	0.99971229	0.99962515	0.99959594	0.99957061	0.99975759	0.99981654	0.99977404	0.99990672	0.99946976	0.99957746	0.99992853	0.99987334	0.99971920	0.99963367	0.99973834	0.99921221	0.99972075	0.99131787	0.99976176	0.99969083	0.99970967	0.99977720	0.99730712	0.99650669	0.99782455	0.99838233	0.99887550	0.99845427	0.99833745	0.99896538	0.99761730	0.99800807	NaN	0.99832469	0.99823225	0.99779791	0.99640805	0.99808896	0.99749434	0.99762017	0.99900717	0.99780291	0.99836951	0.99793094	0.99892420	0.99764562	0.99811494	0.99815732	0.99862331	0.99881345	0.99795908	0.99756700	0.99778146	0.99652028	0.99781269	0.99594271	0.99707699	0.99701762	1.00000000	0.99969637	0.99960071	0.99953514	0.99949068	0.99965525	0.99981087	0.99953729	0.99979359	0.99938869	0.99980879	0.99957967	0.99964309	0.99970794	0.99952120	0.99962378	0.99951279	0.99962699	1.00000000	0.99968165	0.99975455	0.99967378	0.99959546	0.99942064	0.99973094	0.99960548	0.99932647	0.99950856	0.99970573	0.99989384	0.99965435	NaN	0.99963439	0.99960959	0.99958384	0.99970156	0.99759609	0.99783552	0.99711967	0.99801546	0.99760008	0.99778998	0.99702847	0.99804676	0.99812734	0.99715829	0.99740136	0.99664497	0.99741012	0.99596024	0.99821353	0.99777496	0.99767452	0.99843234	0.99655485	0.99793112	0.99760079	0.99835378	0.99803227	0.99901330	1.00000000	0.99784410	0.99752373	0.99751526	0.99820948	0.99783659	0.99753463	0.99758190	0.99786109	0.99737906	0.99667853	0.99766141	0.99969041	0.99953777	0.99955523	0.99958873	0.99967617	0.99961346	0.99961287	0.99965125	0.99955362	0.99970376	0.99952316	0.99966317	0.99947488	0.99962872	0.99960369	0.99965006	NaN	0.99951959	0.99963242	0.99950689	0.99929047	0.99970448	0.99948120	NaN	0.99956393	0.99961364	0.99964660	0.99952275	0.99958718	0.99959731	0.99972141	0.99964637	0.99951822	0.99956208	0.99913019	0.99967700	0.99943441	0.99954599	0.99966037	0.99967963	0.99963999	0.99764866	0.99963510	0.99956405	0.99964613	0.99974751	0.99956596	0.99947613	0.99954778	0.99964225	0.99950206	0.99934995	0.99968147	0.99958533
33	1.00000000	0.99971163	0.99982285	1.00000000	0.99970454	0.99980748	0.99978697	0.99966598	0.99986637	0.99980366	0.99983084	0.99982458	0.99983174	0.99965882	0.99973613	0.99968094	0.99965489	0.99968845	0.99975502	0.99985486	0.99978119	0.99986929	0.99942434	0.99964082	0.99989283	0.99981749	0.99980301	0.99979109	0.99970555	0.99948138	0.99974179	0.99976176	0.99115020	0.99981642	0.99967420	0.99969852	0.99751812	0.99656689	0.99824655	0.99849731	0.99923837	0.99848151	0.99777597	0.99847668	0.99764520	0.99843407	NaN	0.99830985	0.99806464	0.99905264	0.99701965	0.99853182	0.99813497	0.99782187	0.99902338	0.99831188	0.99811769	0.99801588	0.99885595	0.99775690	0.99831533	0.99895883	0.99903858	0.99913043	0.99878263	0.99799049	0.99804837	0.99694335	0.99752790	0.99408287	0.99714518	0.99740076	0.99909461	0.99965131	0.99972075	0.99956954	0.99963826	0.99977839	1.00000000	0.99958134	0.99994624	0.99979252	0.99970591	0.99974352	0.99963117	0.99980325	0.99967134	0.99976450	0.99955636	0.99976301	1.00000000	0.99963152	0.99971044	0.99984640	0.99969882	0.99956775	0.99970466	0.99970669	0.99952036	0.99969459	0.99983293	0.99963725	0.99962556	NaN	0.99983871	0.99953073	0.99972707	0.99972290	0.99776214	0.99795479	0.99714988	0.99711913	0.99771428	0.99838072	0.99769902	0.99856198	1.00000000	0.99875206	0.99696183	0.99702179	0.99765468	0.99957138	0.99839801	0.99732035	0.99781406	0.99879605	0.99684471	0.99759096	0.99791116	0.99817801	0.99728465	0.99939239	0.99310344	0.99683619	0.99753678	0.99743402	0.99756545	0.99736208	0.99750996	0.99808824	0.99790496	0.99689633	0.99653512	0.99678391	0.99945831	0.99967450	0.99972934	0.99961370	0.99977803	0.99969798	0.99960512	0.99951756	0.99947268	0.99935091	0.99952650	0.99965411	0.99947059	0.99966615	0.99966854	0.99970829	0.99224806	0.99951619	0.99962622	0.99939537	0.99943298	0.99959129	0.99942333	NaN	0.99965966	0.99951845	0.99968290	0.99945396	0.99963683	0.99970949	0.99953043	0.99964684	0.99958396	0.99950749	0.99915075	0.99978673	0.99942791	0.99957335	0.99960202	0.99957210	0.99961388	0.99765593	0.99957556	0.99956483	0.99980038	0.99950278	0.99954122	0.99974835	0.99958497	0.99962777	0.99955744	0.99934107	0.99948019	0.99954611
34	1.00000000	0.99968177	0.99963605	1.00000000	0.99947822	0.99952602	0.99985170	0.99961084	0.99979770	0.99971348	0.99959099	0.99975067	0.99953270	0.99937028	0.99975181	0.99947912	0.99900234	0.99967885	0.99977720	0.99985611	0.99964911	0.99984390	0.99956203	0.99945992	0.99987447	0.99982697	0.99974924	0.99961579	0.99973786	0.99892610	0.99954033	0.99969083	0.99981642	0.99194354	0.99956864	0.99972439	0.99799895	0.99786025	0.99864280	0.99880254	0.99886847	0.99870294	0.99854267	0.99896818	0.99834210	0.99879193	1.00000000	0.99877369	0.99839461	0.99856132	0.99820578	0.99863708	0.99804884	0.99857891	0.99923849	0.99829561	0.99900144	0.99845326	0.99943477	0.99793696	0.99884915	0.99886835	0.99883729	0.99932879	0.99884659	0.99850518	0.99818349	0.99822623	0.99815238	0.99789596	0.99852186	0.99841332	0.99980503	0.99955326	0.99959856	0.99930131	0.99937642	0.99958891	0.99952269	0.99930656	0.99971682	0.99947816	0.99968112	0.99964517	0.99939388	0.99963856	0.99970388	0.99964482	0.99967539	0.99945408	0.99944222	0.99948406	0.99964827	0.99983662	0.99937290	0.99922234	0.99951559	0.99963284	0.99937177	0.99965215	0.99970931	0.99984616	0.99966031	NaN	0.99956477	0.99939853	0.99943811	0.99964118	0.99823391	0.99869418	0.99787968	0.99864388	0.99829948	0.99838877	0.99869257	0.99878103	0.99760413	0.99778509	0.99793410	0.99842066	0.99853474	0.99765766	0.99878269	0.99824536	0.99860781	0.99852347	0.99790251	0.99866122	0.99825561	0.99900407	0.99828714	0.99895614	1.00000000	0.99816698	0.99842441	0.99811429	0.99881130	0.99825931	0.99823874	0.99874312	0.99831897	0.99823356	0.99792558	0.99782974	0.99950475	0.99960864	0.99954438	0.99971282	0.99953741	0.99969894	0.99967730	0.99932611	0.99938029	0.99934793	0.99928421	0.99949175	0.99945277	0.99954265	0.99960816	0.99930704	0.99224806	0.99950737	0.99954802	0.99933940	0.99931300	0.99951661	0.99944645	NaN	0.99943268	0.99959230	0.99942011	0.99935919	0.99951392	0.99964440	0.99942499	0.99936008	0.99958581	0.99940681	0.99946564	0.99951285	0.99970365	0.99938238	0.99935019	0.99963945	0.99954170	0.99844629	0.99937457	0.99950516	0.99968600	0.99948943	0.99932623	0.99954569	0.99933970	0.99965119	0.99955338	0.99926388	0.99954081	0.99961150
35	1.00000000	0.99958521	0.99974287	0.99980551	0.99955368	0.99943453	0.99961060	0.99967796	0.99965358	0.99978793	0.99974537	0.99977529	0.99942243	0.99905813	0.99976915	0.99956334	0.99923885	0.99961489	0.99966091	0.99966538	0.99962610	0.99995238	0.99945885	0.99953616	0.99984372	0.99967152	0.99965256	0.99951953	0.99964094	0.99885553	0.99951792	0.99970967	0.99967420	0.99956864	0.99064636	0.99961185	0.99743873	0.99736404	0.99856240	0.99810791	0.99861461	0.99805164	0.99798024	0.99838394	0.99751526	0.99835688	NaN	0.99790967	0.99789536	0.99760163	0.99696046	0.99796200	0.99733680	0.99761289	0.99920881	0.99767435	0.99867326	0.99835682	0.99912822	0.99735999	0.99888211	0.99864501	0.99851143	0.99881285	0.99833369	0.99750310	0.99699217	0.99729455	0.99719852	0.99690461	0.99837059	0.99711168	1.00000000	0.99949801	0.99964452	0.99916828	0.99933815	0.99943751	0.99977094	0.99937427	0.99965876	0.99940532	0.99968201	0.99949569	0.99949819	0.99968863	0.99952662	0.99964762	0.99955255	0.99952620	0.99972588	0.99961275	0.99965835	0.99963975	0.99954903	0.99947590	0.99963778	0.99965376	0.99920470	0.99962723	0.99970341	0.99970925	0.99966526	NaN	0.99975681	0.99973392	0.99954855	0.99970376	0.99728292	0.99832815	0.99690306	0.99883640	0.99741620	0.99769622	0.99758834	0.99796873	0.99947816	0.99669605	0.99733293	0.99757600	0.99775141	0.99687868	0.99816984	0.99806565	0.99806994	0.99715340	0.99683881	0.99830776	0.99744368	0.99854249	0.99686176	0.99859148	1.00000000	0.99701148	0.99756420	0.99747372	0.99658895	0.99695706	0.99705285	0.99782932	0.99737424	0.99744773	0.99712986	0.99775088	0.99958873	0.99968511	0.99941659	0.99947548	0.99963516	0.99963969	0.99948090	0.99932009	0.99929655	0.99938166	0.99942762	0.99956477	0.99953192	0.99930227	0.99952877	0.99909180	1.00000000	0.99947351	0.99950379	0.99943829	0.99935448	0.99943513	0.99934214	NaN	0.99943185	0.99948853	0.99937868	0.99950862	0.99959600	0.99951231	0.99940026	0.99945480	0.99948287	0.99941093	0.99911267	0.99942535	0.99995273	0.99931008	0.99945945	0.99966019	0.99955183	0.99830747	0.99944019	0.99944824	0.99956381	0.99935222	0.99930513	0.99943674	0.99934417	0.99971896	0.99950564	0.99928749	0.99952984	0.99961811
36	1.00000000	0.99974012	0.99968922	0.99976605	0.99962747	0.99946892	0.99980032	0.99961138	0.99961424	0.99965745	0.99974620	0.99982834	0.99958080	0.99921238	0.99966520	0.99956906	0.99916393	0.99969965	0.99985313	0.99983537	0.99979877	0.99989915	0.99948227	0.99965173	0.99994946	0.99972117	0.99968815	0.99980277	0.99993360	0.99896568	0.99942559	0.99977720	0.99969852	0.99972439	0.99961185	0.99113959	0.99647051	0.99638629	0.99761367	0.99793750	0.99847507	0.99731779	0.99734277	0.99802607	0.99644840	0.99751431	NaN	0.99724168	0.99704778	0.99789059	0.99644279	0.99731910	0.99689603	0.99699283	0.99891633	0.99667966	0.99816644	0.99749792	0.99882299	0.99690020	0.99826497	0.99825370	0.99829489	0.99883550	0.99802440	0.99710804	0.99722892	0.99690640	0.99713999	0.99450862	0.99689209	0.99676049	0.99993652	0.99971640	0.99962687	0.99916160	0.99923438	0.99971312	0.99973309	0.99945909	0.99941730	0.99950361	0.99949807	0.99976319	0.99938625	0.99971581	0.99968797	0.99947929	0.99965447	0.99953204	0.99968487	0.99960065	0.99960554	0.99978697	0.99961615	0.99930900	0.99965239	0.99964696	0.99900568	0.99967617	0.99966830	0.99971825	0.99973619	NaN	0.99974954	0.99950296	0.99942774	0.99967808	0.99716681	0.99810463	0.99622929	0.99751168	0.99653870	0.99695784	0.99758822	0.99784470	0.99861205	0.99584025	0.99634606	0.99677610	0.99698043	0.99610245	0.99762189	0.99747002	0.99751204	0.99764574	0.99598241	0.99766833	0.99700141	0.99821568	0.99660331	0.99822628	1.00000000	0.99600118	0.99663121	0.99672055	0.99811852	0.99659544	0.99658382	0.99738699	0.99710172	0.99667144	0.99585348	0.99673569	0.99960756	0.99936205	0.99950200	0.99969137	0.99957877	0.99963164	0.99971646	0.99914759	0.99928570	0.99935508	0.99905002	0.99970484	0.99935824	0.99951661	0.99971652	0.99924004	0.99224806	0.99955815	0.99948007	0.99941641	0.99917424	0.99952048	0.99951231	NaN	0.99939746	0.99958813	0.99948168	0.99937147	0.99953985	0.99961036	0.99948579	0.99931401	0.99952883	0.99928313	0.99921674	0.99969852	0.99973154	0.99947429	0.99932384	0.99960661	0.99969399	0.99824089	0.99922162	0.99935395	0.99972165	0.99941140	0.99952102	0.99952596	0.99917251	0.99953377	0.99940848	0.99961150	0.99950659	0.99966270
37	1.00000000	0.99761432	0.99746901	0.99958283	0.99708545	0.99771917	0.99820811	0.99738276	0.99844658	0.99726552	0.99787670	0.99702603	0.99778378	0.99772459	0.99727601	0.99786735	0.99765402	0.99764663	0.99835670	0.99765801	0.99722260	0.99849623	0.99745917	0.99737114	0.99810594	0.99877548	0.99690044	0.99793488	0.99623829	0.99950981	0.99728197	0.99730712	0.99751812	0.99799895	0.99743873	0.99647051	0.99600464	0.99992102	0.99985743	0.99986053	0.99983317	0.99995881	0.99980086	0.99992144	0.99991781	0.99987918	1.00000000	0.99989879	0.99989533	0.99969912	0.99964160	0.99987859	0.99974245	0.99996334	0.99988592	0.99989504	0.99988800	0.99991471	0.99995738	0.99982470	0.99995649	0.99985325	0.99985343	0.99991924	0.99986267	0.99984592	0.99977374	0.99971986	0.99992114	0.99943608	0.99994087	0.99987602	0.99957693	0.99733675	0.99745953	0.99842900	0.99795479	0.99843132	0.99801075	0.99777383	0.99767983	0.99803615	0.99802053	0.99723911	0.99733979	0.99761695	0.99671006	0.99801487	0.99762142	0.99691772	1.00000000	0.99814296	0.99761146	0.99770248	0.99759305	0.99809343	0.99742430	0.99812299	0.99827641	0.99874192	0.99758053	0.99887651	0.99775845	NaN	0.99796116	0.99797332	0.99760371	0.99821562	0.99990052	0.99961901	0.99985260	0.99987674	0.99986225	0.99984777	0.99962860	0.99980861	0.99992710	0.99971962	0.99981809	0.99988174	0.99989170	0.99968642	0.99982190	0.99966604	0.99981898	0.99979234	0.99981922	0.99987102	0.99988872	0.99994993	0.99965411	0.99999213	1.00000000	0.99975610	0.99982983	0.99980980	0.99973357	0.99977452	0.99977517	0.99985111	0.99976867	0.99984300	0.99993122	0.99986869	0.99804026	0.99795681	0.99794215	0.99833477	0.99844790	0.99827510	0.99824041	0.99841344	0.99775362	0.99788868	0.99803400	0.99803925	0.99824315	0.99786520	0.99782026	0.99819058	NaN	0.99786901	0.99811101	0.99809611	0.99773329	0.99790704	0.99775797	NaN	0.99775374	0.99803901	0.99824327	0.99821401	0.99782354	0.99844331	0.99773282	0.99830824	0.99832433	0.99815720	0.99840271	0.99795365	0.99637449	0.99810886	0.99850166	0.99821639	0.99800569	0.99548495	0.99812293	0.99847442	0.99767137	0.99806851	0.99808091	0.99856186	0.99813408	0.99857241	0.99836099	0.99769086	0.99829245	0.99796486
38	1.00000000	0.99740064	0.99744475	0.99847561	0.99672294	0.99749476	0.99678922	0.99700093	0.99715757	0.99688578	0.99740094	0.99648201	0.99755281	0.99743134	0.99654698	0.99757344	0.99770713	0.99649853	0.99736440	0.99768865	0.99678260	0.99878049	0.99698019	0.99750322	0.99771446	0.99780697	0.99710768	0.99767351	0.99755484	0.99935448	0.99688417	0.99650669	0.99656689	0.99786025	0.99736404	0.99638629	0.99992102	0.99670666	0.99982452	0.99985033	0.99976462	0.99994582	0.99978536	0.99981558	0.99979407	0.99982959	1.00000000	0.99989432	0.99992323	0.99963927	0.99951679	0.99979448	0.99970448	0.99990261	0.99975485	0.99977034	0.99981904	0.99986631	0.99992305	0.99988335	0.99987620	0.99977094	0.99982166	0.99988973	0.99979877	0.99976623	0.99974668	0.99960059	0.99988574	1.00000000	0.99990922	0.99985021	0.99861991	0.99756241	0.99753624	0.99798077	0.99839419	0.99845904	0.99597228	0.99729443	0.99697351	0.99824619	0.99793434	0.99742067	0.99734920	0.99825704	0.99688399	0.99763972	0.99806845	0.99568439	1.00000000	0.99806917	0.99782747	0.99742144	0.99758887	0.99787861	0.99724865	0.99719054	0.99814463	0.99806947	0.99734646	0.99772400	0.99756134	NaN	0.99810833	0.99839675	0.99764955	0.99837583	0.99981403	0.99951738	0.99983108	0.99987984	0.99978769	0.99978489	0.99970585	0.99970829	0.99942291	0.99958557	0.99982935	0.99981701	0.99977398	0.99932802	0.99981004	0.99964559	0.99967343	0.99962944	0.99977398	0.99984026	0.99983132	0.99987930	0.99982589	0.99995923	1.00000000	0.99989855	0.99970061	0.99979800	1.00000000	0.99973983	0.99974120	0.99975652	0.99979609	0.99986553	0.99988198	0.99975353	0.99821949	0.99778044	0.99799818	0.99804693	0.99839425	0.99825180	0.99800247	0.99792057	0.99777538	0.99779129	0.99755967	0.99800593	0.99806201	0.99778497	0.99777329	0.99842185	NaN	0.99754584	0.99818742	0.99789500	0.99737537	0.99803525	0.99779779	NaN	0.99811995	0.99798459	0.99820441	0.99789995	0.99823660	0.99813008	0.99762791	0.99805874	0.99832588	0.99802458	0.99787498	0.99781793	0.99585634	0.99803931	0.99823534	0.99813300	0.99771982	0.99557525	0.99805778	0.99829537	0.99758691	0.99777359	0.99804133	0.99826002	0.99837530	0.99858171	0.99850476	0.99739414	0.99785912	0.99806482
